filepath,digits,indexnum,errornumrandomgroup1,errornumrandomgroup2,errornumrandomgroup3
hsf_4/f2274_95/d2274_95/d2274_95_00074.png,4,45344,0,2,3
hsf_4/f2274_95/d2274_95/d2274_95_00060.png,2,45348,8,10,10
hsf_4/f2274_95/d2274_95/d2274_95_00045.png,3,45366,0,3,1
hsf_4/f2274_95/d2274_95/d2274_95_00073.png,7,45372,1,0,0
hsf_4/f2577_65/d2577_65/d2577_65_00004.png,1,45385,0,1,3
hsf_4/f2577_65/d2577_65/d2577_65_00107.png,5,45437,5,10,10
hsf_4/f2577_65/d2577_65/d2577_65_00090.png,5,45441,0,1,0
hsf_4/f2577_65/d2577_65/d2577_65_00085.png,2,45468,2,0,0
hsf_4/f2577_65/d2577_65/d2577_65_00026.png,8,45469,6,10,10
hsf_4/f2577_65/d2577_65/d2577_65_00116.png,4,45471,6,10,10
hsf_4/f2577_65/d2577_65/d2577_65_00068.png,2,45487,3,10,10
hsf_4/f2577_65/d2577_65/d2577_65_00127.png,3,45488,1,1,0
hsf_4/f2159_53/d2159_53/d2159_53_00094.png,5,45507,1,0,0
hsf_4/f2159_53/d2159_53/d2159_53_00100.png,8,45592,0,1,3
hsf_4/f2159_53/d2159_53/d2159_53_00049.png,8,45609,0,0,3
hsf_4/f2159_53/d2159_53/d2159_53_00059.png,7,45613,0,0,1
hsf_4/f2159_53/d2159_53/d2159_53_00078.png,5,45616,1,0,0
hsf_4/f2159_53/d2159_53/d2159_53_00006.png,2,45618,2,1,1
hsf_4/f2463_79/d2463_79/d2463_79_00083.png,8,45628,3,1,6
hsf_4/f2463_79/d2463_79/d2463_79_00093.png,8,45636,1,1,0
hsf_4/f2463_79/d2463_79/d2463_79_00028.png,7,45644,0,0,1
hsf_4/f2463_79/d2463_79/d2463_79_00082.png,1,45655,3,10,10
hsf_4/f2463_79/d2463_79/d2463_79_00098.png,9,45656,5,0,3
hsf_4/f2463_79/d2463_79/d2463_79_00007.png,9,45665,2,0,0
hsf_4/f2463_79/d2463_79/d2463_79_00102.png,6,45667,2,4,6
hsf_4/f2463_79/d2463_79/d2463_79_00109.png,7,45689,5,10,10
hsf_4/f2463_79/d2463_79/d2463_79_00087.png,4,45695,1,0,0
hsf_4/f2463_79/d2463_79/d2463_79_00111.png,7,45701,0,1,5
hsf_4/f2463_79/d2463_79/d2463_79_00080.png,9,45708,0,1,1
hsf_4/f2463_79/d2463_79/d2463_79_00094.png,9,45716,1,0,0
hsf_4/f2463_79/d2463_79/d2463_79_00038.png,6,45721,3,2,1
hsf_4/f2463_79/d2463_79/d2463_79_00030.png,9,45723,1,3,3
hsf_4/f2463_79/d2463_79/d2463_79_00095.png,1,45736,1,2,1
hsf_4/f2581_72/d2581_72/d2581_72_00118.png,4,45743,5,4,8
hsf_4/f2581_72/d2581_72/d2581_72_00027.png,3,45745,0,1,2
hsf_4/f2581_72/d2581_72/d2581_72_00036.png,4,45761,0,3,1
hsf_4/f2581_72/d2581_72/d2581_72_00041.png,9,45764,3,5,1
hsf_4/f2581_72/d2581_72/d2581_72_00094.png,3,45768,2,4,3
hsf_4/f2581_72/d2581_72/d2581_72_00014.png,4,45769,3,3,0
hsf_4/f2581_72/d2581_72/d2581_72_00020.png,8,45786,0,1,0
hsf_4/f2581_72/d2581_72/d2581_72_00023.png,3,45789,0,1,0
hsf_4/f2581_72/d2581_72/d2581_72_00093.png,4,45812,2,0,0
hsf_4/f2581_72/d2581_72/d2581_72_00125.png,4,45816,5,1,0
hsf_4/f2581_72/d2581_72/d2581_72_00112.png,4,45817,4,0,0
hsf_4/f2581_72/d2581_72/d2581_72_00017.png,4,45820,1,7,8
hsf_4/f2581_72/d2581_72/d2581_72_00090.png,4,45839,7,10,10
hsf_4/f2581_72/d2581_72/d2581_72_00092.png,2,45849,0,2,4
hsf_4/f2118_60/d2118_60/d2118_60_00016.png,9,45870,2,9,10
hsf_4/f2118_60/d2118_60/d2118_60_00045.png,9,45872,7,10,10
hsf_4/f2118_60/d2118_60/d2118_60_00034.png,9,45877,1,6,9
hsf_4/f2118_60/d2118_60/d2118_60_00114.png,9,45898,8,10,10
hsf_4/f2118_60/d2118_60/d2118_60_00066.png,9,45919,4,10,10
hsf_4/f2118_60/d2118_60/d2118_60_00057.png,4,45925,1,0,0
hsf_4/f2118_60/d2118_60/d2118_60_00091.png,9,45926,0,0,3
hsf_4/f2118_60/d2118_60/d2118_60_00049.png,9,45929,0,0,4
hsf_4/f2118_60/d2118_60/d2118_60_00023.png,9,45973,3,9,10
hsf_4/f2118_60/d2118_60/d2118_60_00097.png,9,45979,3,10,10
hsf_4/f2118_60/d2118_60/d2118_60_00119.png,9,45984,9,10,10
hsf_4/f2118_60/d2118_60/d2118_60_00089.png,9,45985,3,4,8
hsf_4/f2118_60/d2118_60/d2118_60_00063.png,9,45989,1,7,9
hsf_4/f2413_87/d2413_87/d2413_87_00052.png,8,46008,1,0,0
hsf_4/f2413_87/d2413_87/d2413_87_00100.png,4,46009,1,4,8
hsf_4/f2413_87/d2413_87/d2413_87_00060.png,8,46045,4,10,10
hsf_4/f2413_87/d2413_87/d2413_87_00003.png,4,46049,5,10,9
hsf_4/f2413_87/d2413_87/d2413_87_00067.png,4,46060,1,0,0
hsf_4/f2413_87/d2413_87/d2413_87_00019.png,5,46064,2,1,0
hsf_4/f2413_87/d2413_87/d2413_87_00012.png,4,46071,0,0,5
hsf_4/f2413_87/d2413_87/d2413_87_00092.png,4,46087,1,3,5
hsf_4/f2413_87/d2413_87/d2413_87_00027.png,0,46097,1,1,3
hsf_4/f2413_87/d2413_87/d2413_87_00023.png,5,46106,1,1,0
hsf_4/f2410_85/d2410_85/d2410_85_00095.png,4,46120,1,3,7
hsf_4/f2410_85/d2410_85/d2410_85_00019.png,5,46125,6,9,10
hsf_4/f2410_85/d2410_85/d2410_85_00099.png,5,46129,1,3,2
hsf_4/f2410_85/d2410_85/d2410_85_00060.png,2,46131,0,2,7
hsf_4/f2410_85/d2410_85/d2410_85_00042.png,5,46132,3,4,3
hsf_4/f2410_85/d2410_85/d2410_85_00028.png,9,46208,0,5,7
hsf_4/f2410_85/d2410_85/d2410_85_00020.png,5,46217,1,3,3
hsf_4/f2410_85/d2410_85/d2410_85_00035.png,5,46222,3,7,10
hsf_4/f2410_85/d2410_85/d2410_85_00043.png,0,46231,1,7,10
hsf_4/f2450_56/d2450_56/d2450_56_00107.png,9,46233,2,2,2
hsf_4/f2450_56/d2450_56/d2450_56_00040.png,8,46253,1,0,0
hsf_4/f2450_56/d2450_56/d2450_56_00020.png,7,46257,8,3,4
hsf_4/f2450_56/d2450_56/d2450_56_00011.png,9,46299,2,0,0
hsf_4/f2450_56/d2450_56/d2450_56_00098.png,4,46309,7,10,10
hsf_4/f2450_56/d2450_56/d2450_56_00018.png,9,46332,4,6,5
hsf_4/f2450_56/d2450_56/d2450_56_00028.png,7,46339,2,0,4
hsf_4/f2450_56/d2450_56/d2450_56_00048.png,5,46345,2,0,0
hsf_4/f2275_90/d2275_90/d2275_90_00097.png,3,46362,2,8,8
hsf_4/f2275_90/d2275_90/d2275_90_00112.png,8,46372,5,8,9
hsf_4/f2275_90/d2275_90/d2275_90_00043.png,8,46383,1,0,0
hsf_4/f2275_90/d2275_90/d2275_90_00049.png,6,46412,2,0,0
hsf_4/f2275_90/d2275_90/d2275_90_00053.png,8,46433,1,1,6
hsf_4/f2275_90/d2275_90/d2275_90_00038.png,8,46438,7,10,10
hsf_4/f2275_90/d2275_90/d2275_90_00056.png,8,46441,0,1,0
hsf_4/f2275_90/d2275_90/d2275_90_00105.png,4,46443,3,4,3
hsf_4/f2199_64/d2199_64/d2199_64_00026.png,9,46466,4,7,6
hsf_4/f2199_64/d2199_64/d2199_64_00081.png,0,46470,2,7,6
hsf_4/f2199_64/d2199_64/d2199_64_00003.png,3,46478,9,10,10
hsf_4/f2199_64/d2199_64/d2199_64_00020.png,0,46491,1,3,4
hsf_4/f2199_64/d2199_64/d2199_64_00086.png,9,46506,7,7,7
hsf_4/f2199_64/d2199_64/d2199_64_00009.png,9,46511,1,3,2
hsf_4/f2199_64/d2199_64/d2199_64_00070.png,3,46513,0,2,3
hsf_4/f2199_64/d2199_64/d2199_64_00014.png,7,46517,1,7,8
hsf_4/f2199_64/d2199_64/d2199_64_00062.png,9,46519,1,8,9
hsf_4/f2199_64/d2199_64/d2199_64_00069.png,2,46529,3,1,1
hsf_4/f2199_64/d2199_64/d2199_64_00050.png,2,46535,0,7,10
hsf_4/f2199_64/d2199_64/d2199_64_00033.png,9,46541,2,1,0
hsf_4/f2199_64/d2199_64/d2199_64_00021.png,2,46545,8,10,10
hsf_4/f2199_64/d2199_64/d2199_64_00079.png,2,46549,6,10,10
hsf_4/f2210_96/d2210_96/d2210_96_00025.png,5,46566,9,10,10
hsf_4/f2578_68/d2578_68/d2578_68_00098.png,2,46764,1,0,1
hsf_4/f2578_68/d2578_68/d2578_68_00122.png,2,46781,9,10,10
hsf_4/f2578_68/d2578_68/d2578_68_00038.png,8,46784,1,0,0
hsf_4/f2388_79/d2388_79/d2388_79_00086.png,0,46839,2,9,8
hsf_4/f2388_79/d2388_79/d2388_79_00103.png,7,46874,0,1,1
hsf_4/f2388_79/d2388_79/d2388_79_00104.png,5,46926,1,0,0
hsf_4/f2361_74/d2361_74/d2361_74_00119.png,1,46955,0,4,9
hsf_4/f2361_74/d2361_74/d2361_74_00011.png,9,46986,0,0,1
hsf_4/f2361_74/d2361_74/d2361_74_00047.png,7,46996,0,3,9
hsf_4/f2361_74/d2361_74/d2361_74_00071.png,5,47015,0,1,6
hsf_4/f2361_74/d2361_74/d2361_74_00092.png,2,47026,1,0,0
hsf_4/f2361_74/d2361_74/d2361_74_00078.png,8,47029,1,2,1
hsf_4/f2361_74/d2361_74/d2361_74_00014.png,5,47030,0,1,0
hsf_4/f2361_74/d2361_74/d2361_74_00116.png,3,47037,0,5,9
hsf_4/f2265_80/d2265_80/d2265_80_00027.png,4,47052,2,7,10
hsf_4/f2265_80/d2265_80/d2265_80_00011.png,8,47058,1,0,0
hsf_4/f2265_80/d2265_80/d2265_80_00088.png,6,47064,0,1,2
hsf_4/f2265_80/d2265_80/d2265_80_00061.png,2,47067,1,0,0
hsf_4/f2265_80/d2265_80/d2265_80_00026.png,3,47078,0,0,2
hsf_4/f2265_80/d2265_80/d2265_80_00063.png,3,47080,1,0,0
hsf_4/f2265_80/d2265_80/d2265_80_00110.png,6,47083,5,6,10
hsf_4/f2265_80/d2265_80/d2265_80_00059.png,6,47088,3,1,1
hsf_4/f2265_80/d2265_80/d2265_80_00079.png,9,47118,1,7,9
hsf_4/f2265_80/d2265_80/d2265_80_00099.png,2,47133,7,9,10
hsf_4/f2265_80/d2265_80/d2265_80_00022.png,9,47144,0,2,2
hsf_4/f2265_80/d2265_80/d2265_80_00094.png,6,47147,0,1,4
hsf_4/f2523_65/d2523_65/d2523_65_00053.png,5,47225,0,0,3
hsf_4/f2523_65/d2523_65/d2523_65_00069.png,9,47251,0,1,0
hsf_4/f2137_90/d2137_90/d2137_90_00032.png,2,47294,6,9,7
hsf_4/f2137_90/d2137_90/d2137_90_00007.png,5,47299,1,0,0
hsf_4/f2137_90/d2137_90/d2137_90_00038.png,7,47303,7,6,8
hsf_4/f2137_90/d2137_90/d2137_90_00028.png,7,47307,8,10,10
hsf_4/f2137_90/d2137_90/d2137_90_00009.png,1,47310,1,3,8
hsf_4/f2137_90/d2137_90/d2137_90_00034.png,8,47311,3,2,3
hsf_4/f2137_90/d2137_90/d2137_90_00041.png,4,47316,2,3,3
hsf_4/f2137_90/d2137_90/d2137_90_00001.png,1,47320,1,5,10
hsf_4/f2137_90/d2137_90/d2137_90_00022.png,1,47325,4,8,10
hsf_4/f2137_90/d2137_90/d2137_90_00088.png,9,47344,9,10,10
hsf_4/f2137_90/d2137_90/d2137_90_00062.png,3,47347,1,2,3
hsf_4/f2137_90/d2137_90/d2137_90_00083.png,9,47364,5,8,9
hsf_4/f2137_90/d2137_90/d2137_90_00066.png,7,47367,2,0,1
hsf_4/f2137_90/d2137_90/d2137_90_00072.png,6,47370,2,0,0
hsf_4/f2137_90/d2137_90/d2137_90_00081.png,4,47371,1,2,3
hsf_4/f2137_90/d2137_90/d2137_90_00035.png,5,47378,7,10,10
hsf_4/f2152_98/d2152_98/d2152_98_00040.png,3,47393,3,4,4
hsf_4/f2152_98/d2152_98/d2152_98_00085.png,8,47402,0,1,0
hsf_4/f2152_98/d2152_98/d2152_98_00027.png,9,47418,8,10,10
hsf_4/f2152_98/d2152_98/d2152_98_00034.png,2,47421,0,3,2
hsf_4/f2152_98/d2152_98/d2152_98_00057.png,8,47430,1,6,10
hsf_4/f2152_98/d2152_98/d2152_98_00013.png,0,47437,1,2,1
hsf_4/f2152_98/d2152_98/d2152_98_00020.png,8,47443,1,3,3
hsf_4/f2152_98/d2152_98/d2152_98_00008.png,2,47446,1,0,0
hsf_4/f2152_98/d2152_98/d2152_98_00079.png,8,47458,6,8,9
hsf_4/f2152_98/d2152_98/d2152_98_00091.png,9,47462,8,10,10
hsf_4/f2152_98/d2152_98/d2152_98_00092.png,8,47470,0,0,1
hsf_4/f2349_78/d2349_78/d2349_78_00058.png,9,47489,2,2,3
hsf_4/f2349_78/d2349_78/d2349_78_00077.png,2,47492,1,2,6
hsf_4/f2349_78/d2349_78/d2349_78_00020.png,2,47498,2,5,6
hsf_4/f2349_78/d2349_78/d2349_78_00035.png,8,47507,0,1,1
hsf_4/f2349_78/d2349_78/d2349_78_00084.png,3,47508,3,10,10
hsf_4/f2349_78/d2349_78/d2349_78_00030.png,3,47513,7,10,10
hsf_4/f2349_78/d2349_78/d2349_78_00027.png,9,47523,3,10,10
hsf_4/f2349_78/d2349_78/d2349_78_00062.png,3,47524,0,3,6
hsf_4/f2349_78/d2349_78/d2349_78_00011.png,3,47526,0,1,1
hsf_4/f2349_78/d2349_78/d2349_78_00003.png,9,47549,9,10,10
hsf_4/f2282_53/d2282_53/d2282_53_00095.png,4,47585,1,0,0
hsf_4/f2282_53/d2282_53/d2282_53_00081.png,6,47590,0,1,0
hsf_4/f2282_53/d2282_53/d2282_53_00060.png,1,47595,2,4,10
hsf_4/f2282_53/d2282_53/d2282_53_00049.png,3,47599,0,1,0
hsf_4/f2282_53/d2282_53/d2282_53_00094.png,6,47604,1,2,4
hsf_4/f2282_53/d2282_53/d2282_53_00015.png,5,47615,5,9,10
hsf_4/f2282_53/d2282_53/d2282_53_00105.png,2,47636,7,10,10
hsf_4/f2282_53/d2282_53/d2282_53_00014.png,8,47637,2,1,3
hsf_4/f2282_53/d2282_53/d2282_53_00092.png,8,47638,8,10,10
hsf_4/f2282_53/d2282_53/d2282_53_00001.png,1,47643,1,5,10
hsf_4/f2282_53/d2282_53/d2282_53_00071.png,4,47650,1,0,0
hsf_4/f2282_53/d2282_53/d2282_53_00098.png,4,47657,7,9,9
hsf_4/f2282_53/d2282_53/d2282_53_00097.png,1,47669,0,2,10
hsf_4/f2282_53/d2282_53/d2282_53_00076.png,3,47670,2,7,10
hsf_4/f2282_53/d2282_53/d2282_53_00026.png,3,47677,0,1,0
hsf_4/f2132_69/d2132_69/d2132_69_00077.png,3,47687,8,10,10
hsf_4/f2132_69/d2132_69/d2132_69_00069.png,8,47688,2,0,0
hsf_4/f2132_69/d2132_69/d2132_69_00004.png,5,47719,7,10,10
hsf_4/f2132_69/d2132_69/d2132_69_00068.png,9,47755,8,10,10
hsf_4/f2132_69/d2132_69/d2132_69_00070.png,7,47766,4,8,9
hsf_4/f2132_69/d2132_69/d2132_69_00043.png,9,47768,1,4,3
hsf_4/f2132_69/d2132_69/d2132_69_00085.png,9,47772,1,0,0
hsf_4/f2132_69/d2132_69/d2132_69_00115.png,9,47775,9,9,4
hsf_4/f2132_69/d2132_69/d2132_69_00005.png,3,47780,6,10,10
hsf_4/f2132_69/d2132_69/d2132_69_00109.png,9,47781,0,0,1
hsf_4/f2132_69/d2132_69/d2132_69_00059.png,3,47801,6,9,10
hsf_4/f2225_86/d2225_86/d2225_86_00066.png,3,47803,7,9,7
hsf_4/f2225_86/d2225_86/d2225_86_00026.png,5,47812,1,0,0
hsf_4/f2225_86/d2225_86/d2225_86_00015.png,3,47819,1,1,0
hsf_4/f2225_86/d2225_86/d2225_86_00037.png,7,47836,2,1,3
hsf_4/f2225_86/d2225_86/d2225_86_00025.png,2,47840,1,0,2
hsf_4/f2225_86/d2225_86/d2225_86_00079.png,2,47853,0,1,1
hsf_4/f2225_86/d2225_86/d2225_86_00036.png,3,47876,2,2,0
hsf_4/f2225_86/d2225_86/d2225_86_00076.png,8,47877,0,1,1
hsf_4/f2135_53/d2135_53/d2135_53_00030.png,6,47888,8,10,10
hsf_4/f2135_53/d2135_53/d2135_53_00045.png,6,47892,2,5,8
hsf_4/f2135_53/d2135_53/d2135_53_00017.png,6,47899,2,0,0
hsf_4/f2135_53/d2135_53/d2135_53_00081.png,6,47900,4,9,10
hsf_4/f2135_53/d2135_53/d2135_53_00110.png,6,47926,6,10,10
hsf_4/f2135_53/d2135_53/d2135_53_00106.png,6,47927,4,6,7
hsf_4/f2135_53/d2135_53/d2135_53_00025.png,3,47928,3,1,1
hsf_4/f2135_53/d2135_53/d2135_53_00105.png,3,47931,1,0,0
hsf_4/f2135_53/d2135_53/d2135_53_00073.png,6,47943,4,10,10
hsf_4/f2135_53/d2135_53/d2135_53_00097.png,6,47951,8,10,10
hsf_4/f2135_53/d2135_53/d2135_53_00077.png,6,47971,1,8,10
hsf_4/f2135_53/d2135_53/d2135_53_00067.png,6,47980,5,9,10
hsf_4/f2135_53/d2135_53/d2135_53_00122.png,6,47988,2,3,5
hsf_4/f2135_53/d2135_53/d2135_53_00034.png,6,47994,1,1,3
hsf_4/f2135_53/d2135_53/d2135_53_00120.png,6,47999,3,6,7
hsf_4/f2296_73/d2296_73/d2296_73_00007.png,3,48018,4,7,8
hsf_4/f2296_73/d2296_73/d2296_73_00044.png,9,48090,0,0,1
hsf_4/f2195_64/d2195_64/d2195_64_00072.png,2,48128,6,4,5
hsf_4/f2195_64/d2195_64/d2195_64_00021.png,2,48162,9,10,10
hsf_4/f2195_64/d2195_64/d2195_64_00022.png,9,48168,1,0,0
hsf_4/f2195_64/d2195_64/d2195_64_00081.png,3,48177,0,3,4
hsf_4/f2139_75/d2139_75/d2139_75_00088.png,4,48253,8,10,10
hsf_4/f2139_75/d2139_75/d2139_75_00058.png,8,48256,1,9,10
hsf_4/f2139_75/d2139_75/d2139_75_00010.png,5,48258,0,0,2
hsf_4/f2139_75/d2139_75/d2139_75_00068.png,2,48274,0,3,5
hsf_4/f2139_75/d2139_75/d2139_75_00037.png,2,48275,0,6,10
hsf_4/f2139_75/d2139_75/d2139_75_00035.png,5,48286,3,9,9
hsf_4/f2139_75/d2139_75/d2139_75_00044.png,5,48299,1,0,0
hsf_4/f2139_75/d2139_75/d2139_75_00049.png,2,48307,1,2,1
hsf_4/f2139_75/d2139_75/d2139_75_00065.png,4,48311,2,0,0
hsf_4/f2139_75/d2139_75/d2139_75_00084.png,4,48316,2,0,0
hsf_4/f2114_50/d2114_50/d2114_50_00120.png,7,48342,1,2,1
hsf_4/f2114_50/d2114_50/d2114_50_00053.png,4,48343,0,1,0
hsf_4/f2114_50/d2114_50/d2114_50_00003.png,1,48349,1,7,10
hsf_4/f2114_50/d2114_50/d2114_50_00038.png,1,48367,1,0,2
hsf_4/f2114_50/d2114_50/d2114_50_00012.png,1,48368,3,8,10
hsf_4/f2114_50/d2114_50/d2114_50_00093.png,1,48370,1,0,0
hsf_4/f2114_50/d2114_50/d2114_50_00018.png,7,48384,5,10,10
hsf_4/f2114_50/d2114_50/d2114_50_00063.png,8,48392,0,0,1
hsf_4/f2114_50/d2114_50/d2114_50_00095.png,1,48394,0,1,6
hsf_4/f2114_50/d2114_50/d2114_50_00046.png,9,48396,1,0,1
hsf_4/f2114_50/d2114_50/d2114_50_00076.png,9,48407,0,1,6
hsf_4/f2114_50/d2114_50/d2114_50_00055.png,9,48410,1,0,0
hsf_4/f2114_50/d2114_50/d2114_50_00059.png,9,48411,2,0,0
hsf_4/f2114_50/d2114_50/d2114_50_00115.png,9,48412,0,0,1
hsf_4/f2114_50/d2114_50/d2114_50_00014.png,1,48417,1,0,2
hsf_4/f2114_50/d2114_50/d2114_50_00118.png,1,48422,3,0,3
hsf_4/f2114_50/d2114_50/d2114_50_00070.png,1,48423,0,5,9
hsf_4/f2114_50/d2114_50/d2114_50_00052.png,1,48425,0,0,1
hsf_4/f2114_50/d2114_50/d2114_50_00113.png,9,48426,2,1,6
hsf_4/f2114_50/d2114_50/d2114_50_00090.png,9,48428,0,2,2
hsf_4/f2114_50/d2114_50/d2114_50_00054.png,1,48430,0,3,10
hsf_4/f2114_50/d2114_50/d2114_50_00001.png,1,48432,0,1,6
hsf_4/f2114_50/d2114_50/d2114_50_00049.png,9,48442,1,5,10
hsf_4/f2114_50/d2114_50/d2114_50_00082.png,1,48452,0,1,6
hsf_4/f2114_50/d2114_50/d2114_50_00086.png,9,48457,0,1,7
hsf_4/f2510_55/d2510_55/d2510_55_00109.png,4,48507,1,0,0
hsf_4/f2510_55/d2510_55/d2510_55_00048.png,3,48509,3,5,2
hsf_4/f2510_55/d2510_55/d2510_55_00098.png,9,48549,1,0,0
hsf_4/f2510_55/d2510_55/d2510_55_00114.png,9,48554,6,10,7
hsf_4/f2309_54/d2309_54/d2309_54_00016.png,2,48588,1,2,8
hsf_4/f2309_54/d2309_54/d2309_54_00060.png,2,48595,9,10,10
hsf_4/f2309_54/d2309_54/d2309_54_00029.png,9,48596,3,8,9
hsf_4/f2309_54/d2309_54/d2309_54_00063.png,8,48608,1,9,10
hsf_4/f2309_54/d2309_54/d2309_54_00058.png,3,48614,6,9,6
hsf_4/f2309_54/d2309_54/d2309_54_00071.png,2,48615,0,0,1
hsf_4/f2309_54/d2309_54/d2309_54_00049.png,2,48643,1,0,0
hsf_4/f2309_54/d2309_54/d2309_54_00033.png,6,48665,1,0,3
hsf_4/f2168_66/d2168_66/d2168_66_00055.png,3,48676,0,3,6
hsf_4/f2168_66/d2168_66/d2168_66_00078.png,8,48681,8,10,10
hsf_4/f2168_66/d2168_66/d2168_66_00093.png,3,48687,4,6,5
hsf_4/f2168_66/d2168_66/d2168_66_00106.png,8,48694,0,3,2
hsf_4/f2168_66/d2168_66/d2168_66_00045.png,0,48708,2,0,0
hsf_4/f2168_66/d2168_66/d2168_66_00075.png,8,48711,4,6,3
hsf_4/f2168_66/d2168_66/d2168_66_00043.png,4,48712,1,0,0
hsf_4/f2168_66/d2168_66/d2168_66_00057.png,5,48717,0,1,0
hsf_4/f2168_66/d2168_66/d2168_66_00042.png,4,48724,2,0,0
hsf_4/f2168_66/d2168_66/d2168_66_00069.png,5,48728,8,10,10
hsf_4/f2168_66/d2168_66/d2168_66_00091.png,2,48729,3,7,6
hsf_4/f2168_66/d2168_66/d2168_66_00087.png,9,48741,1,0,0
hsf_4/f2168_66/d2168_66/d2168_66_00088.png,9,48752,1,1,0
hsf_4/f2168_66/d2168_66/d2168_66_00086.png,8,48762,4,1,1
hsf_4/f2168_66/d2168_66/d2168_66_00097.png,1,48771,0,2,3
hsf_4/f2505_79/d2505_79/d2505_79_00048.png,2,48812,2,8,10
hsf_4/f2505_79/d2505_79/d2505_79_00009.png,8,48815,2,0,0
hsf_4/f2505_79/d2505_79/d2505_79_00072.png,1,48821,0,1,1
hsf_4/f2505_79/d2505_79/d2505_79_00088.png,8,48822,9,10,10
hsf_4/f2505_79/d2505_79/d2505_79_00055.png,2,48825,1,3,7
hsf_4/f2505_79/d2505_79/d2505_79_00102.png,8,48839,3,4,3
hsf_4/f2505_79/d2505_79/d2505_79_00017.png,2,48850,5,2,7
hsf_4/f2505_79/d2505_79/d2505_79_00006.png,2,48861,0,1,0
hsf_4/f2505_79/d2505_79/d2505_79_00020.png,3,48862,0,1,0
hsf_4/f2505_79/d2505_79/d2505_79_00032.png,5,48863,2,8,8
hsf_4/f2505_79/d2505_79/d2505_79_00026.png,2,48876,1,0,2
hsf_4/f2505_79/d2505_79/d2505_79_00010.png,4,48882,0,1,1
hsf_4/f2505_79/d2505_79/d2505_79_00061.png,5,48884,0,1,4
hsf_4/f2453_70/d2453_70/d2453_70_00104.png,5,48894,1,1,4
hsf_4/f2453_70/d2453_70/d2453_70_00121.png,8,48897,0,1,2
hsf_4/f2453_70/d2453_70/d2453_70_00086.png,7,48904,2,1,5
hsf_4/f2453_70/d2453_70/d2453_70_00073.png,9,48919,1,6,5
hsf_4/f2453_70/d2453_70/d2453_70_00070.png,5,48938,1,1,2
hsf_4/f2453_70/d2453_70/d2453_70_00114.png,2,48942,2,0,0
hsf_4/f2453_70/d2453_70/d2453_70_00040.png,3,48943,0,1,3
hsf_4/f2453_70/d2453_70/d2453_70_00041.png,4,48947,1,0,0
hsf_4/f2453_70/d2453_70/d2453_70_00034.png,7,48962,2,1,0
hsf_4/f2453_70/d2453_70/d2453_70_00115.png,7,48963,1,0,0
hsf_4/f2453_70/d2453_70/d2453_70_00071.png,4,48966,2,1,1
hsf_4/f2453_70/d2453_70/d2453_70_00116.png,1,48975,1,0,0
hsf_4/f2453_70/d2453_70/d2453_70_00008.png,5,48982,0,1,1
hsf_4/f2453_70/d2453_70/d2453_70_00087.png,9,48984,0,1,6
hsf_4/f2453_70/d2453_70/d2453_70_00113.png,2,48987,6,5,4
hsf_4/f2453_70/d2453_70/d2453_70_00058.png,1,48999,0,1,0
hsf_4/f2453_70/d2453_70/d2453_70_00005.png,7,49001,0,1,5
hsf_4/f2453_70/d2453_70/d2453_70_00044.png,7,49009,0,0,2
hsf_4/f2431_93/d2431_93/d2431_93_00010.png,9,49017,1,3,4
hsf_4/f2431_93/d2431_93/d2431_93_00047.png,8,49020,0,4,4
hsf_4/f2431_93/d2431_93/d2431_93_00034.png,7,49022,4,8,9
hsf_4/f2431_93/d2431_93/d2431_93_00031.png,9,49027,0,4,5
hsf_4/f2431_93/d2431_93/d2431_93_00006.png,1,49028,3,1,0
hsf_4/f2431_93/d2431_93/d2431_93_00042.png,3,49031,0,1,0
hsf_4/f2431_93/d2431_93/d2431_93_00071.png,3,49035,4,6,8
hsf_4/f2431_93/d2431_93/d2431_93_00039.png,8,49037,4,3,2
hsf_4/f2431_93/d2431_93/d2431_93_00024.png,9,49039,2,1,3
hsf_4/f2431_93/d2431_93/d2431_93_00070.png,3,49042,1,3,0
hsf_4/f2431_93/d2431_93/d2431_93_00076.png,9,49048,0,0,3
hsf_4/f2431_93/d2431_93/d2431_93_00002.png,9,49049,1,10,10
hsf_4/f2431_93/d2431_93/d2431_93_00102.png,7,49057,1,1,4
hsf_4/f2431_93/d2431_93/d2431_93_00005.png,2,49071,4,8,10
hsf_4/f2431_93/d2431_93/d2431_93_00094.png,8,49074,7,8,10
hsf_4/f2431_93/d2431_93/d2431_93_00040.png,0,49084,1,0,0
hsf_4/f2431_93/d2431_93/d2431_93_00019.png,8,49115,1,2,0
hsf_4/f2121_67/d2121_67/d2121_67_00059.png,5,49121,1,0,0
hsf_4/f2121_67/d2121_67/d2121_67_00075.png,6,49122,1,7,10
hsf_4/f2121_67/d2121_67/d2121_67_00030.png,8,49137,3,7,10
hsf_4/f2121_67/d2121_67/d2121_67_00037.png,8,49140,1,3,9
hsf_4/f2121_67/d2121_67/d2121_67_00060.png,0,49142,2,3,2
hsf_4/f2121_67/d2121_67/d2121_67_00031.png,9,49144,0,0,1
hsf_4/f2121_67/d2121_67/d2121_67_00065.png,6,49160,1,3,0
hsf_4/f2121_67/d2121_67/d2121_67_00093.png,8,49163,0,1,5
